Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Sistema,Sistema,4730037.96000,4572675.57000,4476062.17000,4488185.49000,4738476.05000,5212157.04000,5553865.63000,5883793.19000,6166450.54000,6246529.07000,6390223.95000,6512039.74000,6293953.06000,6108216.44000,6151929.05000,6172633.78000,6193893.22000,6724812.62000,8058916.99000,8096175.14000,7688533.57000,7011122.40000,5887388.29000,5044965.09000,2003-12-11
Sistema,Sistema,4623743.56000,4423640.49000,4364827.95000,4412231.45000,4647303.73000,5150177.42000,5515423.03000,5781906.63000,6148171.49000,6335443.37000,6423711.78000,6554288.24000,6256643.02000,6149885.74000,6163048.87000,6142453.79000,6145569.20000,6542587.31000,7945425.23000,8032408.32000,7694490.02000,7061593.62000,6078597.01000,5241818.22000,2003-12-12
Sistema,Sistema,4809862.42000,4575121.73000,4448766.08000,4423802.04000,4581406.45000,4850724.12000,4997049.05000,5320538.14000,5638507.08000,5857775.32000,5990262.70000,6105806.24000,5902200.98000,5643618.17000,5480800.10000,5386396.48000,5403382.54000,5879191.19000,7434601.90000,7605159.89000,7276279.00000,6748688.61000,5926033.42000,5167443.24000,2003-12-13
Sistema,Sistema,4678173.29000,4457363.30000,4309377.40000,4204033.56000,4249069.18000,4380168.26000,4383368.90000,4607791.36000,4912334.65000,5086041.36000,5180783.65000,5248720.88000,5223194.81000,5081065.14000,4868106.32000,4773549.20000,4765335.62000,5293020.64000,6961559.89000,7220016.29000,6945858.85000,6353532.48000,5461783.96000,4764206.89000,2003-12-14
Sistema,Sistema,4413929.57000,4281901.90000,4208174.15000,4212213.73000,4430563.58000,4903165.65000,5246806.76000,5564034.80000,5940770.99000,6094516.90000,6268508.14000,6424622.53000,6208861.55000,6044836.30000,6024898.66000,5982266.04000,6011168.20000,6291569.51000,7927383.00000,8112732.90000,7749361.30000,7143225.02000,5976716.71000,5060708.29000,2003-12-15
Sistema,Sistema,4617530.34000,4450057.46000,4384063.96000,4398062.17000,4662368.32000,5132721.59000,5437979.81000,5759857.04000,6042814.63000,6162455.58000,6344479.50000,6472342.17000,6263660.15000,6054098.00000,6090696.87000,6075212.06000,6052510.70000,6325948.21000,7887129.33000,8081359.07000,7771328.51000,7213776.58000,6135864.98000,5182015.34000,2003-12-16
Sistema,Sistema,4703691.86000,4540067.65000,4430038.68000,4430120.15000,4652581.93000,5052988.87000,5312701.08000,5641958.88000,5962170.76000,6086155.37000,6272198.63000,6401591.81000,6195516.13000,6033915.84000,6013625.50000,6005437.38000,6033992.07000,6353919.24000,7912250.97000,8094494.35000,7779853.79000,7268824.33000,6102079.31000,5136838.49000,2003-12-17
Sistema,Sistema,4748881.82000,4589302.64000,4498706.72000,4506360.75000,4743203.51000,5171845.27000,5447124.93000,5789641.51000,6116888.07000,6286409.40000,6424487.00000,6549331.45000,6313036.97000,6125746.03000,6164159.36000,6151967.23000,6156792.65000,6528008.79000,8030695.68000,8143898.41000,7802877.44000,7305305.80000,6219432.33000,5283432.38000,2003-12-18
Sistema,Sistema,4821656.57000,4616953.92000,4502936.84000,4420222.09000,4457491.12000,4963956.36000,5263081.50000,5618504.84000,6014569.87000,6284711.89000,6403146.00000,6494377.97000,6239180.33000,6038977.75000,6007203.02000,5991692.47000,6048770.25000,6448610.82000,7937138.28000,8022632.69000,7686115.22000,7165228.74000,6137364.44000,5214454.39000,2003-12-19
Sistema,Sistema,4589710.25000,4346614.08000,4179587.90000,4112565.44000,4267611.59000,4518495.79000,4629665.63000,5009214.29000,5350904.07000,5480185.10000,5637970.11000,5778729.33000,5609105.58000,5368042.75000,5165161.55000,5045721.58000,5018411.56000,5403218.72000,7217375.34000,7537945.62000,7278261.98000,6841914.00000,6074255.85000,5201561.24000,2003-12-20
Sistema,Sistema,4566163.78000,4294989.93000,4136247.47000,4029728.50000,4052239.46000,4200715.10000,4165502.98000,4327477.68000,4533360.38000,4658531.79000,4775369.85000,4815282.59000,4766301.38000,4647278.59000,4395487.11000,4347341.70000,4374323.10000,4811204.68000,6670394.66000,7119608.99000,6896475.28000,6373994.26000,5439670.97000,4653832.98000,2003-12-21
Sistema,Sistema,4228852.97000,4032755.77000,3960373.05000,3939211.61000,4107267.24000,4492981.61000,4658974.18000,5129108.74000,5537173.24000,5745539.72000,5926763.06000,6076338.60000,5893831.33000,5705981.64000,5689792.05000,5650049.39000,5586206.78000,5950773.30000,7548632.43000,7799456.22000,7524482.27000,7016461.76000,5980788.07000,4943416.48000,2003-12-22
Sistema,Sistema,4363201.79000,4070159.57000,3953743.84000,3914682.17000,4177886.40000,4554996.02000,4840886.37000,5258062.68000,5670100.74000,5877076.43000,5996929.01000,6052465.57000,5886933.77000,5701869.40000,5716420.86000,5684283.44000,5578877.34000,5855050.46000,7431997.65000,7755376.86000,7543242.73000,7064405.36000,6070247.18000,5047888.57000,2003-12-23
Sistema,Sistema,4395086.58000,4189105.59000,4054602.36000,4040308.49000,4173183.71000,4477411.29000,4678332.32000,4965542.45000,5340620.51000,5542082.12000,5601071.95000,5613164.46000,5351243.21000,5031692.25000,4851138.34000,4710967.71000,4637664.40000,5005675.26000,6811052.37000,7160964.90000,6895332.72000,6441772.66000,5918866.08000,5439123.74000,2003-12-24
Sistema,Sistema,5035012.29000,4590858.04000,4262638.27000,4035326.77000,3849372.62000,3746741.13000,3511275.44000,3596790.87000,3766696.75000,3951870.58000,4088593.05000,4190392.21000,4174492.60000,4016939.40000,3910027.70000,3832356.45000,3812609.67000,4202069.24000,6023408.46000,6394141.71000,6085170.69000,5447087.81000,4601170.58000,4065572.52000,2003-12-25
Sistema,Sistema,3787552.21000,3597274.61000,3478065.20000,3437682.37000,3576749.86000,3975109.85000,4251789.93000,4635791.16000,4952697.65000,5116203.24000,5297500.20000,5455559.66000,5399422.87000,5185400.21000,5141101.63000,5056559.50000,5120783.75000,5667841.41000,7312311.10000,7537056.56000,7037706.32000,6222194.90000,5314455.34000,4540500.04000,2003-12-26
Sistema,Sistema,4072250.92000,3858057.63000,3874248.57000,3853919.10000,3970545.17000,4219869.69000,4328374.03000,4489758.38000,4888311.20000,5126114.16000,5358944.62000,5460434.31000,5314604.22000,5079511.22000,4869359.17000,4739783.72000,4714923.18000,5108348.62000,6941792.06000,7286598.51000,6969699.90000,6341086.25000,5433986.36000,4578862.40000,2003-12-27
Sistema,Sistema,3969737.47000,3720394.65000,3594997.03000,3752248.03000,3637531.13000,3751740.42000,3717354.10000,3932981.71000,4378994.54000,4580220.16000,4641497.20000,4755978.77000,4704124.90000,4538916.60000,4205199.88000,4079783.14000,4106154.27000,4562644.05000,6410224.78000,6899616.88000,6614168.21000,5996546.61000,5092683.92000,4317117.56000,2003-12-28
Sistema,Sistema,4181230.70000,4056648.37000,3970846.45000,3985411.29000,4130063.72000,4462563.49000,4740634.94000,5090153.40000,5184845.72000,5513997.86000,5752732.40000,5875030.87000,5744038.99000,5536638.96000,5426467.05000,5401990.35000,5468236.30000,5770371.02000,7249367.75000,7538312.16000,7155838.54000,6494258.65000,5535754.83000,4821657.51000,2003-12-29
Sistema,Sistema,4301801.30000,4164601.95000,4060063.29000,4042090.93000,4178216.41000,4465132.67000,4672502.19000,4997402.73000,5346465.76000,5538796.76000,5668472.15000,5754238.97000,5582800.51000,5384004.84000,5309434.95000,5275879.28000,5259238.14000,5472281.07000,7015178.51000,7305777.71000,6994940.47000,6481449.09000,5654033.02000,4800508.50000,2003-12-30
Sistema,Sistema,4272508.75000,4030674.87000,3961078.56000,3942356.54000,4040872.56000,4283156.51000,4431692.55000,4732835.37000,5103693.83000,5241468.20000,5344725.02000,5331972.87000,5155730.94000,4856211.97000,4669316.58000,4555251.09000,4530372.85000,4828971.72000,6472120.36000,6844739.93000,6588471.77000,6220922.27000,5840014.98000,5529486.09000,2003-12-31
Sistema,Sistema,5250331.75000,4885861.22000,4492021.09000,4167307.88000,3983461.15000,3849308.45000,3470630.28000,3484285.19000,3642287.13000,3802255.44000,3935369.76000,4053203.04000,4040325.11000,3898071.69000,3783461.45000,3722205.99000,3706738.73000,4039987.21000,5494977.59000,5952868.83000,5649219.17000,5129743.40000,4514606.32000,4009515.93000,2004-01-01
Sistema,Sistema,3733185.77000,3614620.25000,3553567.60000,3539062.84000,3658854.65000,3910257.39000,4109950.88000,4483499.33000,4950742.89000,5161835.52000,5324103.28000,5491273.52000,5399353.89000,5202857.36000,5130484.81000,5091463.28000,5081934.48000,5303420.05000,6741858.68000,7139273.53000,6736332.28000,6124319.47000,5340523.22000,4669869.36000,2004-01-02
Sistema,Sistema,4261557.73000,4063227.17000,3982787.41000,3951896.79000,4041639.12000,4234030.67000,4295075.34000,4541375.22000,4874503.22000,5132385.50000,5308145.54000,5371380.19000,5300133.85000,5088845.27000,4901928.01000,4803416.41000,4764822.01000,4979998.18000,6500834.32000,6963840.67000,6632623.30000,6085593.25000,5290365.74000,4626652.46000,2004-01-03
Sistema,Sistema,4265347.50000,4066597.94000,3953368.34000,3907420.10000,3939294.40000,4041853.48000,3983816.65000,4194186.99000,4517649.71000,4714612.87000,4786206.92000,4873484.86000,4846494.79000,4701983.97000,4512139.95000,4408210.81000,4412832.77000,4758764.62000,6218634.95000,6609268.40000,6357960.10000,5782239.95000,5052643.04000,4433459.85000,2004-01-04
Sistema,Sistema,4143314.40000,3938977.53000,3826618.25000,3857721.09000,4028844.02000,4367968.06000,4633927.06000,4962969.16000,5338857.14000,5556098.69000,5776775.97000,5933247.47000,5791003.10000,5585987.27000,5528340.03000,5514588.84000,5596375.08000,5877843.80000,7102283.71000,7330638.81000,6919211.55000,6215258.67000,5301915.10000,4582629.14000,2004-01-05
Sistema,Sistema,4228574.22000,4098424.88000,4010018.80000,4027497.04000,4200883.65000,4561639.84000,4860248.55000,5163452.19000,5519984.60000,5677900.09000,5841564.86000,5978205.18000,5836908.00000,5662567.91000,5633814.44000,5592375.53000,5680502.68000,5950882.72000,7095610.34000,7274179.04000,6875007.01000,6253092.94000,5316616.79000,4624965.85000,2004-01-06
Sistema,Sistema,4293169.17000,4126479.09000,4060812.13000,4069897.41000,4217406.20000,4543927.97000,4875459.01000,5185524.94000,5573539.25000,5738976.32000,5889843.06000,6026595.57000,5848368.51000,5621600.05000,5605315.48000,5593610.03000,5672455.56000,5915891.50000,7101015.74000,7250555.20000,6846576.52000,6158169.32000,5226325.58000,4503458.55000,2004-01-07
Sistema,Sistema,4229874.04000,4099116.96000,4033197.73000,4048990.46000,4210088.22000,4579875.58000,4942004.58000,5266098.98000,5568391.04000,5734598.84000,5917162.41000,6051601.12000,5866440.77000,5643750.95000,5620829.01000,5640795.03000,5721280.15000,5937961.08000,7044423.75000,7256026.17000,6853381.49000,6269333.94000,5324532.82000,4633230.80000,2004-01-08
