Id,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date,daily_sum_kWh
Sistema,Sistema,5417821.56,5223352.08,5094545.76,5096204.82,5344267.0,6022117.99,6273482.65,6659445.84,7179959.25,7596654.94,7900612.94,8091705.82,7845134.89,7839407.65,8012832.69,7991646.09,7885189.89,7806284.23,8596570.93,8911339.34,8517528.09,7977289.06,7134779.29,6210381.89,2012-09-03,170628554.69
Sistema,Sistema,5702996.34,5507956.67,5339706.17,5304153.94,5542287.83,6173566.19,6416886.62,6838855.8,7368253.26,7675001.37,8024242.37,8205603.28,7931397.64,7864941.46,7964515.77,7951406.76,7853040.14,7770064.4,8592569.63,8830946.99,8472070.67,7834856.19,6986114.37,6181622.92,2012-09-04,172333056.77999997
Sistema,Sistema,5632940.61,5425396.19,5302006.66,5281835.63,5573527.88,6212656.03,6437671.33,6844740.97,7409632.42,7701746.35,7937533.58,8195196.68,7971467.64,7818461.49,7994868.64,7993881.58,7897515.15,7811713.35,8769513.61,8982068.97,8528475.95,7914526.06,7081033.89,6218918.65,2012-09-05,172937329.31
Sistema,Sistema,5698404.38,5508919.47,5419104.41,5379899.34,5669008.48,6238361.43,6437248.63,6815846.68,7334643.18,7607560.78,7912091.59,8109454.7,7863187.55,7830024.48,8019037.64,8034104.07,7963775.08,7830089.89,8727097.24,8983763.45,8664331.29,8103744.58,7254747.53,6335090.65,2012-09-06,173739536.52
Sistema,Sistema,5870288.7,5647182.55,5520161.06,5471950.67,5701481.41,6308507.06,6542836.88,6935264.98,7510034.63,7832603.77,8149253.52,8328344.59,8125941.69,8099043.27,8251197.04,8241387.6,8165733.76,8045265.62,8917550.17,9095140.25,8696515.08,8163597.8,7435689.49,6637657.96,2012-09-07,177692629.55000004
Sistema,Sistema,6116801.38,5841995.62,5670734.13,5602440.73,5659199.7,5734493.3,5936183.1,6476514.19,7111279.67,7620331.97,7840590.55,8012095.51,7935280.85,7702799.11,7478772.74,7293384.02,7160232.14,7193433.56,8213010.99,8437308.54,8137889.59,7612055.35,6853539.55,6122594.36,2012-09-08,167762960.65
Sistema,Sistema,5636891.13,5459679.02,5306209.85,5149256.84,5101963.46,5012538.78,4963894.69,5326737.24,5786090.18,6141500.47,6404831.29,6653366.11,6698306.07,6589095.93,6386197.27,6289157.31,6199659.73,6419052.72,7645887.72,8041583.31,7987508.67,7555355.63,6786758.95,6034471.42,2012-09-09,149575993.79
Sistema,Sistema,5638101.55,5375872.89,5258012.6,5216472.21,5441815.27,6210196.32,6517725.78,6880519.51,7396655.21,7700756.9,8208523.0,8468270.67,8211945.28,8223808.38,8345335.88,8294064.14,8245985.45,8128720.8,8963773.21,9312992.05,9021250.44,8268498.8,7464589.4,6627778.83,2012-09-10,177421664.57000002
Sistema,Sistema,5835748.13,5609902.69,5493220.3,5459318.08,5712479.04,6342523.17,6678446.88,7125217.72,7625893.1,7878137.7,8198252.85,8398027.79,8174247.96,8203619.2,8360403.48,8423792.79,8340292.05,8202993.97,9030603.83,9249338.53,8853344.08,8188278.46,7435827.6,6607384.86,2012-09-11,179427294.26000005
Sistema,Sistema,5872008.94,5615810.46,5521903.99,5518706.38,5753497.61,6424642.03,6634916.27,7000061.79,7491418.99,7747053.81,8103152.19,8532880.08,8191341.2,8047448.4,8385062.78,8403897.07,8143650.62,8113742.43,9105203.32,9177471.82,8789984.72,8043264.91,7409853.9,6528678.14,2012-09-12,178555651.85
Sistema,Sistema,6101244.5,5862956.17,5726834.75,5686007.99,5906580.2,6531970.26,6734281.43,7082678.66,7568821.85,7812262.57,8145327.35,8343328.52,8167826.65,8142573.23,8318793.21,8310257.99,8225308.39,8193930.24,9118129.87,9180044.29,8832731.09,8186178.42,7401609.63,6561903.95,2012-09-13,180141581.20999995
Sistema,Sistema,5981737.37,5761858.92,5643588.35,5588134.66,5831424.24,6500933.46,6769956.34,7158090.24,7687144.07,7962210.14,8338117.57,8537742.58,8291460.9,8227379.16,8331103.07,8339605.3,8261855.94,8192478.6,9006127.1,9071669.57,8725115.34,8307191.71,7397389.41,6547388.31,2012-09-14,180459702.35000002
Sistema,Sistema,6087744.74,5837220.84,5642254.45,5576406.46,5643169.02,5786378.04,5994041.25,6646832.32,7299623.99,7647204.08,8043281.85,8197648.88,8130744.33,7904266.65,7618497.36,7303875.75,7172751.22,7356346.48,8593273.92,8802246.28,8443733.05,7949971.01,7277308.96,6485572.06,2012-09-15,171440392.99
Sistema,Sistema,5916800.53,5758984.63,5610999.27,5518745.05,5487476.38,5423396.02,5203883.04,5566727.88,6014225.79,6318377.81,6466752.58,6696076.65,6791875.03,6706293.49,6529169.42,6415019.69,6305036.33,6314718.85,7419599.64,7690648.83,7630866.82,7411551.19,6694201.6,5887164.97,2012-09-16,151778591.48999998
Sistema,Sistema,5482984.6,5294109.16,5219324.23,5191144.0,5438451.48,6260913.9,6526501.78,6932599.65,7375974.2,7763091.41,8174145.72,8515586.27,8269112.99,8246183.05,8388493.74,8395070.58,8336796.06,8380657.92,9129744.82,9125723.29,8732014.93,8151893.01,7084927.1,6114587.44,2012-09-17,176530031.32999998
Sistema,Sistema,5884403.57,5723703.83,5622658.9,5594639.93,5845582.46,6505558.9,6710649.86,7095262.17,7623836.74,7929993.61,8199689.46,8424257.24,8236261.72,8280911.81,8503212.3,8485028.06,8408570.95,8338681.8,9153698.18,9235933.07,8862327.91,8351666.95,7521556.89,6716077.43,2012-09-18,181254163.73999998
Sistema,Sistema,6163491.63,5877573.34,5726832.4,5681327.57,5950077.66,6570962.06,6780639.81,7158082.19,7594732.36,7865918.28,8256969.38,8512867.45,8251480.19,8264049.82,8436349.97,8422265.75,8324019.6,8273074.78,9079316.7,9262065.68,9027698.35,8340647.88,7577482.92,6727521.86,2012-09-19,182125447.62999997
Sistema,Sistema,6293222.33,6002107.03,5888572.03,5857292.42,6136526.02,6697835.09,6934391.9,7251735.17,7792480.68,8004739.62,8293465.44,8522076.13,8336827.45,8330176.68,8504880.05,8468922.09,8389132.17,8318789.32,9181910.22,9261887.37,8925001.61,8380107.52,7647600.27,6720630.14,2012-09-20,184140308.75
Sistema,Sistema,6121216.94,5906877.73,5795904.79,5789247.2,6000534.5,6547473.66,6749491.06,7126508.69,7675231.28,7958017.38,8367791.72,8566976.92,8366948.01,8395562.91,8567677.62,8552959.1,8409473.92,8365544.27,9151928.26,9117748.93,8753870.54,8284216.67,7534073.16,6754545.01,2012-09-21,182859820.26999998
Sistema,Sistema,6217392.1,5946277.91,5771749.15,5768806.75,5816197.41,6001444.4,6155031.54,6634342.67,7180250.97,7398270.42,7543055.32,7733627.7,7747622.44,7558042.32,7417654.8,7302036.43,7168496.89,7394858.73,8358738.43,8436626.13,8078278.41,7548451.68,6895651.0,6264064.89,2012-09-22,168336968.48999998
Sistema,Sistema,5857692.24,5601019.71,5449742.2,5390150.23,5399507.48,5388612.49,5225632.7,5644245.83,6107912.98,6364335.52,6602436.07,6817565.93,6871543.75,6774957.96,6572895.23,6424407.46,6312903.25,6520182.42,7728504.0,7995389.71,7816238.02,7458100.34,6916314.51,5996374.42,2012-09-23,153236664.44999996
Sistema,Sistema,5714746.49,5521712.54,5381143.21,5346553.54,5592759.25,6182732.14,6423443.14,6874125.73,7311026.53,7549802.33,8028068.66,8301155.76,8059428.46,8007997.13,8108163.63,8157454.65,8188502.91,8286386.17,8996118.18,8957238.17,8584449.71,8029079.09,7207692.73,6368213.83,2012-09-24,175177993.98
Sistema,Sistema,5981871.32,5743795.05,5635106.38,5589318.18,5815774.28,6449803.06,6614832.96,6970035.03,7386601.55,7612023.92,8005924.28,8254798.09,7980488.08,7940891.74,8078986.11,8105116.62,8042092.39,8091557.62,8921272.86,8947545.14,8581800.75,8051165.38,7176149.28,6293807.95,2012-09-25,176270758.02
Sistema,Sistema,5903979.01,5697347.15,5585578.18,5569835.98,5790842.85,6420210.62,6767317.04,6994203.16,7413397.09,7722123.53,8140248.58,8215638.01,7967169.26,8023084.85,8229172.92,8208294.7,8178805.95,8187491.4,9004241.71,9077476.04,8716329.85,8198605.71,7413700.1,6510596.95,2012-09-26,177935690.64
Sistema,Sistema,6039278.46,5839844.76,5696452.77,5676708.75,5916533.17,6465494.8,6669908.25,7059877.4,7574127.73,7790194.68,8014621.36,8309497.94,8067773.88,8009443.34,8145269.7,8127416.36,8093086.84,8136676.03,9038140.65,9005772.87,8606310.03,8050182.65,7267404.86,6508168.01,2012-09-27,178108185.29000002
Sistema,Sistema,5987591.48,5688400.61,5522137.61,5487651.13,5731712.29,6387546.37,6725770.9,7080768.91,7724626.95,7948902.08,8219764.98,8208857.84,8183908.46,8213701.98,8181057.08,8125200.28,8191527.15,8274095.32,8980262.69,8895968.08,8536175.57,8113774.36,7538035.89,6805132.69,2012-09-28,178752570.70000002
Sistema,Sistema,6153297.13,5875497.74,5702564.77,5672765.3,5774588.65,5899909.46,6057879.31,6582503.98,7232572.5,7514861.03,7772979.99,7948075.06,7845096.87,7630145.86,7424316.65,7321928.28,7217538.28,7423251.17,8453633.35,8501207.19,8179177.4,7696652.23,7028226.61,6324566.53,2012-09-29,169233235.34000003
Sistema,Sistema,5926144.77,5617795.64,5424276.9,5320902.69,5305762.14,5323518.94,5154019.09,5502363.45,5953742.76,6259977.97,6460734.7,6546650.43,6533988.48,6484181.12,6315359.62,6212174.1,6142692.97,6478499.83,7736617.74,7820580.2,7763762.9,7256567.64,6694155.44,5997969.98,2012-09-30,150232439.5
Sistema,Sistema,5592267.5,5359152.94,5262019.63,5248888.19,5434576.32,6061168.44,6352627.6,6695569.01,7220439.78,7557647.86,7963175.3,8208620.32,7914622.27,7975789.33,8186706.98,8215441.13,8121131.38,8163938.64,9145753.04,9163099.11,8805761.2,8227033.72,7387057.72,6459534.9,2012-10-01,174722022.30999997
Sistema,Sistema,5859716.88,5580324.73,5443859.27,5416297.33,5722256.54,6453240.61,6659333.42,6946744.28,7403561.43,7593588.75,7968653.87,8225172.13,7988222.34,7965957.56,8108564.67,8103818.57,8038263.65,8233131.56,9155463.45,9139558.81,8758246.99,8152763.56,7215006.81,6343467.97,2012-10-02,176475215.18
Sistema,Sistema,5775558.28,5544329.96,5425195.41,5381709.36,5632754.41,6317005.28,6531099.82,6889465.01,7415145.14,7691973.66,8149525.86,8337204.27,8121731.32,8222529.58,8380722.06,8395760.01,8336809.19,8446635.57,9204084.94,9219596.56,8678756.11,8197864.04,7355472.3,6552448.96,2012-10-03,178203377.10000002
Sistema,Sistema,5889422.86,5569622.81,5557179.29,5637799.86,5893781.94,6443638.61,6681988.38,7032198.31,7515504.59,7783036.19,8274571.61,8487457.0,8249771.06,8256631.74,8391735.31,8368553.97,8268012.8,8305759.11,9169549.25,9222204.25,8686321.52,8183566.5,7284200.24,6390588.35,2012-10-04,179543095.55
Sistema,Sistema,5679365.15,5457795.04,5374615.93,5520904.15,5642542.88,6324784.85,6546884.68,6896672.15,7355532.76,7613873.12,8055598.14,8253477.16,8023043.96,7964771.84,8112302.89,8136968.5,8046630.57,8124895.92,8871235.97,8783266.93,8359390.82,7836373.65,6868860.79,6083461.38,2012-10-05,173933249.23
Sistema,Sistema,5677950.73,5390168.65,5309239.39,5257210.23,5373428.08,5546883.46,5703042.54,6266313.48,6840958.99,7195720.42,7468916.33,7648274.51,7576082.85,7308100.95,7051825.06,6941683.75,6811257.63,7030837.42,8039583.43,8049316.84,7726536.82,7102176.69,6412983.68,5886000.17,2012-10-06,159614492.1
Sistema,Sistema,5533947.14,5269332.37,5091541.2,4973962.81,4970606.12,4999835.12,4945396.53,5278814.28,5621115.42,5892283.76,6009049.27,6176022.37,6270660.36,6202851.32,6073623.94,5945417.76,5853305.67,6074134.82,7321792.87,7471547.24,7296031.01,6905822.66,6271216.72,5718125.24,2012-10-07,142166436.0
Sistema,Sistema,5363504.14,5108637.06,5019456.5,4995988.65,5200002.82,5593140.41,5954633.9,6555948.92,7134870.51,7422292.02,7776395.89,7990936.13,7806948.55,7667944.4,7745496.06,7722067.8,7696631.41,7815296.29,8713720.29,8527917.45,8141748.61,7549569.96,6650290.15,5871374.94,2012-10-08,166024812.86
Sistema,Sistema,5463456.67,5310540.79,5196782.95,5157351.2,5369387.05,5741381.2,6065661.87,6666660.03,7255169.17,7588821.05,7903571.62,8188581.16,7987194.77,7967640.36,8066567.4,8049369.85,7986196.89,7996728.36,9097120.04,9055138.89,8641228.58,7868042.53,7084477.69,6092506.74,2012-10-09,171799576.86
Sistema,Sistema,5609197.69,5360642.22,5254149.53,5248497.48,5453700.37,5792137.59,6158741.84,6721496.28,7260950.63,7544215.88,7891225.48,8190217.11,8014025.43,7928126.55,8032390.14,8064288.6,7994066.5,8099544.09,9093889.4,9031651.1,8589755.71,7920130.93,7068735.94,6247162.94,2012-10-10,172568939.43
Sistema,Sistema,5903636.38,5548633.44,5393736.29,5426593.98,5649477.22,6061421.31,6243737.62,6936745.58,7603279.46,7822885.88,7979737.22,8213957.71,8088395.3,8012982.68,8102912.36,8197770.04,8017199.79,8277269.39,9008693.0,8838836.66,8399736.45,7967581.99,7087229.75,6331621.81,2012-10-11,175114071.31
Sistema,Sistema,5811714.19,5563594.94,5439052.66,5382204.91,5587369.19,5921329.69,6239721.89,6846942.13,7427436.15,7723209.22,8046189.82,8214874.33,8086961.72,8020647.22,8115498.93,8063985.19,7992832.03,8154094.84,8772962.97,8559007.55,8156343.99,7572353.87,6890996.94,6279784.73,2012-10-12,172869109.1
Sistema,Sistema,5758842.94,5526109.23,5393605.45,5341939.66,5461502.72,5551907.72,5693489.99,6209440.6,6802854.86,7164390.49,7437511.25,7610286.77,7501028.81,7296100.08,7094212.5,6977529.2,6918913.27,7317083.17,8280893.64,8240776.61,7867353.65,7349885.26,6649501.94,5911890.26,2012-10-13,161357050.07
Sistema,Sistema,5534900.98,5277156.55,5125925.47,5018199.29,5009726.82,4982849.1,4877574.66,5175804.05,5496250.49,5774073.78,5987651.48,6166422.7,6178929.21,6085380.31,5942861.13,5873627.11,5839478.96,6186901.21,7253240.49,7326556.88,7103492.37,6710208.65,6192470.73,5586166.91,2012-10-14,140705849.32999998
Sistema,Sistema,5237500.67,4940693.07,4819623.44,4778977.42,4799655.9,4822881.77,4769556.52,5146226.66,5603391.82,5999153.88,6303231.56,6583328.88,6640685.13,6534217.23,6367970.45,6256535.53,6206040.9,6573695.96,7655140.58,7840812.61,7536375.22,6889448.44,6288085.52,5671416.4,2012-10-15,144264645.56000003
Sistema,Sistema,5259058.08,5075092.56,4953260.28,4950665.57,5231394.07,5946051.69,6178041.82,6576806.33,7038173.97,7305967.12,7571222.76,7811825.1,7562580.2,7540191.64,7642107.44,7733917.8,7794895.23,8111076.62,9012778.92,8888642.71,8334599.89,7632054.17,6745217.6,5885923.47,2012-10-16,166781545.03999996
Sistema,Sistema,5426456.04,5215216.86,5106790.81,5104977.39,5387974.15,6073922.34,6284193.37,6549881.06,7008761.66,7232382.48,7499635.09,7708284.0,7494662.12,7467384.42,7636464.93,7705876.94,7717055.88,7901127.49,8822298.74,8717415.7,8313644.29,7589435.3,6652488.71,5853736.5,2012-10-17,166470066.27
Sistema,Sistema,5417857.06,5238172.71,5131716.18,5107701.89,5398933.41,6107574.19,6340057.96,6644167.45,7031660.38,7254117.78,7483781.27,7735798.01,7585543.37,7528944.79,7620112.73,7710879.79,7744979.98,8036938.79,8926019.22,8767045.83,8364877.29,7613333.75,6673386.56,5886099.78,2012-10-18,167349700.17000005
Sistema,Sistema,5413412.36,5218066.8,5114741.46,5088719.48,5339134.22,5992118.27,6241728.71,6558271.07,6969909.9,7237267.61,7571467.69,7737206.23,7502438.45,7477456.24,7575528.25,7607189.32,7572880.22,7768581.22,8667124.84,8585949.31,8171213.63,7336276.14,6603559.24,5958398.67,2012-10-19,165308639.32999998
Sistema,Sistema,5501191.9,5264896.97,5131443.84,5007631.8,5172663.82,5428586.34,5676435.87,6228432.23,6817157.81,7198884.86,7490694.41,7634860.98,7540726.8,7317870.96,7128581.37,7021665.54,6961134.04,7234155.78,8202677.23,8155341.72,7800363.78,7160815.48,6347254.09,5690151.87,2012-10-20,159113619.49
Sistema,Sistema,5211234.04,5042111.72,4868593.42,4805279.21,4787183.7,4790377.79,4733453.92,5091178.28,5514719.73,5866254.94,6122903.8,6298746.44,6416671.24,6315920.51,6145696.73,6046421.95,5985157.51,6308019.02,7599713.59,7749320.92,7512143.82,6914263.39,6261478.84,5538365.66,2012-10-21,141925210.17
Sistema,Sistema,5147389.39,4980102.88,4840865.82,4820792.29,5106753.53,5768850.59,6031442.22,6418433.67,6945000.33,7276918.08,7619015.63,7957905.49,7702474.59,7649373.67,7822693.49,7814023.82,7835283.79,8010200.22,8867662.35,8746140.49,8389231.3,7651630.62,6745374.41,5875997.37,2012-10-22,166023556.04000002
Sistema,Sistema,5421344.95,5207543.35,5062704.16,5050508.52,5295026.52,5976560.52,6199718.27,6508090.45,6919380.39,7205673.62,7568174.6,7887926.4,7624041.68,7659306.94,7865589.51,7883985.06,7845555.33,8147375.19,8936781.2,8817207.12,8382184.86,7682545.87,6764521.82,5911470.68,2012-10-23,167823217.01000002
Sistema,Sistema,5469285.96,5247104.64,5128006.92,5121969.14,5404520.69,6111626.68,6360358.36,6682436.46,7093156.25,7309949.06,7616321.05,7883480.34,7674228.07,7600808.56,7777498.09,7831459.3,7804180.22,8125800.18,8924269.83,8774326.79,8386519.4,7652253.74,6832033.78,5946187.3,2012-10-24,168757780.81000003
Sistema,Sistema,5476483.71,5231416.14,5140441.36,5128956.18,5356379.86,6042094.73,6362703.19,6711736.22,7166278.35,7393195.01,7738778.39,8052780.35,7874091.99,7816387.53,8055086.84,8067342.39,8012906.25,8119172.5,9110220.97,9031627.43,8532214.71,7840558.82,6981585.09,6028282.04,2012-10-25,171270720.04999998
Sistema,Sistema,5559166.81,5314028.42,5213318.65,5191857.37,5398105.02,5996700.79,6235091.79,6650171.42,7133646.87,7423126.3,7844898.83,8211852.06,7937311.17,7897869.41,8135691.72,8129871.92,7997967.38,8150673.67,9062245.25,8929762.45,8451240.11,7850914.22,7081707.18,6307078.42,2012-10-26,172104297.22999996
Sistema,Sistema,5788312.32,5539201.52,5379889.43,5324280.0,5436886.71,5579775.99,5772215.66,6338545.96,6927058.01,7363061.28,7649694.0,7823057.66,7759123.11,7489811.36,7314686.17,7160551.09,7094076.91,7342986.18,8502119.15,8449158.01,8055986.06,7423600.17,6719460.55,6024929.16,2012-10-27,164258466.45999998
Sistema,Sistema,5575821.36,5325753.53,5185149.52,5083672.96,5080745.42,5021995.44,4958146.81,5323714.65,5727119.84,6095152.15,6340035.74,6520368.35,6605393.16,6501584.3,6358174.76,6221041.21,6127917.05,6629033.33,7794511.32,7971020.83,7727953.0,7174177.2,6512746.73,5695160.97,2012-10-28,147556389.63
Sistema,Sistema,5295573.63,5162466.87,5052476.56,5057984.99,5333770.1,5950693.07,6225622.53,6626540.95,7181883.28,7531743.55,7863077.21,8173434.18,7942474.29,7921362.41,8068803.98,8103297.09,8024849.16,8258922.37,9156977.25,9042771.22,8639359.37,7969248.11,7069555.07,6078199.04,2012-10-29,171731086.28
Sistema,Sistema,5624867.13,5391428.1,5284443.96,5285542.49,5514194.77,6128076.93,6408384.86,6758702.93,7246234.61,7579730.91,7881480.56,8149669.7,7900618.54,7845220.69,7956106.84,8022170.46,7940155.98,8141988.22,8879357.69,8752691.32,8419148.7,7901107.26,6915635.44,5951400.81,2012-10-30,171878358.89999998
Sistema,Sistema,5524952.5,5307831.97,5212642.23,5212168.86,5485145.97,6126538.06,6389964.84,6740914.51,7189278.36,7535637.68,7848555.45,8135002.15,7914819.97,7872197.85,8039501.71,8045935.29,7975413.49,8057328.07,8765253.77,8555777.02,8225244.55,7785559.12,7015115.79,6108772.32,2012-10-31,171069551.52999997
Sistema,Sistema,5644107.9,5406164.57,5286984.88,5235762.49,5480877.49,6053965.01,6265077.69,6622850.81,7124789.92,7416671.16,7796551.23,8169001.69,8030267.2,8022696.04,8165901.2,8201885.01,8097518.92,8279849.46,9100502.58,9040878.17,8661338.21,8004662.09,7119571.98,6167037.03,2012-11-01,173394912.73000002
Sistema,Sistema,5674090.68,5444475.33,5334621.35,5341199.78,5562649.96,6176624.39,6407198.06,6768181.15,7365166.55,7679563.21,8004633.03,8321464.34,8109662.18,8120365.64,8223580.9,8170660.37,8075623.65,8323873.13,9216609.95,9055730.94,8649181.68,8018126.94,7251913.78,6396515.58,2012-11-02,175691712.57000002
Sistema,Sistema,5880209.07,5539215.53,5392704.87,5335567.73,5436458.59,5613236.36,5787382.6,6360907.21,6993234.17,7349269.13,7638457.37,7781221.04,7747260.5,7526729.13,7329142.41,7244150.61,7202016.61,7552133.34,8444553.83,8342834.68,7992546.23,7536118.99,6881177.42,6203102.15,2012-11-03,165109629.57
Sistema,Sistema,5629104.75,5359366.01,5217969.16,5091818.63,5097825.08,5032616.16,4937226.45,5281677.45,5663888.05,5973573.54,6232125.37,6440346.58,6457502.05,6338798.9,6165334.74,6098966.01,6044923.15,6595356.45,7677024.85,7719049.66,7467225.15,7049093.15,6469796.76,5757761.78,2012-11-04,145798369.88000003
Sistema,Sistema,5340151.09,5132559.2,4990568.2,4927018.15,4965674.76,5053039.81,5017859.78,5397133.8,5957908.41,6345063.81,6666294.63,6932892.68,6975381.89,6820508.85,6619848.8,6520414.4,6451871.34,6886889.06,7996675.99,8024781.49,7765479.99,7250845.56,6484876.08,5770744.03,2012-11-05,150294481.79999998
Sistema,Sistema,5365784.15,5167371.39,5071456.33,5065701.95,5353655.17,6023633.01,6275513.43,6635878.32,7273666.14,7609119.61,7898629.92,8229353.58,8081665.03,8074655.3,8244663.09,8176286.85,8063025.72,8311319.39,9154672.65,9070806.11,8649957.09,8017589.68,7112935.18,6159596.04,2012-11-06,173086935.13
Sistema,Sistema,5693115.49,5493592.21,5382323.47,5346410.91,5605113.19,6246587.49,6486293.7,6859419.23,7277989.94,7508851.4,7864497.34,8232916.92,7983797.11,7894634.09,7963742.37,8068879.63,8040764.63,8284047.23,9113806.77,9032936.9,8601019.01,7961788.3,7034329.82,6114988.69,2012-11-07,174091845.84
Sistema,Sistema,5622227.24,5474193.14,5369361.73,5382962.89,5650858.13,6379031.3,6579352.08,6957805.54,7436710.27,7719151.83,7974205.25,8167012.43,7921829.62,7909642.37,8069935.01,8079150.44,8082453.81,8293959.17,9137871.87,9028873.96,8581042.31,7976612.23,7142312.02,6307912.76,2012-11-08,175244467.4
Sistema,Sistema,5820043.28,5604586.78,5492686.34,5473579.13,5714661.2,6429096.64,6638569.49,7036382.57,7517128.15,7703354.57,7987297.32,8290126.95,8077392.37,8062278.83,8171932.7,8192082.23,8115399.67,8343343.98,9248954.41,9149242.98,8719945.42,8148618.84,7281874.98,6383771.33,2012-11-09,177602350.16
Sistema,Sistema,5936690.26,5689993.2,5527016.27,5454974.36,5560518.85,5730787.22,5920906.14,6481113.93,7053313.71,7411967.5,7658220.28,7814181.73,7791648.45,7594755.19,7423118.59,7302751.2,7204657.24,7595004.49,8553505.45,8457412.12,8098381.15,7571432.88,6868581.34,6107610.21,2012-11-10,166808541.76000002
Sistema,Sistema,5690421.42,5404433.27,5252833.33,5176727.8,5162344.83,5132754.48,5043246.66,5336521.68,5731893.15,6031214.34,6245979.88,6435514.23,6456375.71,6352862.31,6190158.1,6074694.68,6020992.0,6596974.88,7701896.59,7752422.86,7513314.66,7104769.35,6568761.18,5922590.91,2012-11-11,146899698.29999998
Sistema,Sistema,5475247.08,5227698.52,5095145.65,4972144.47,5013204.67,5129579.71,5107453.88,5497795.5,5959230.18,6325893.22,6652342.01,6928477.41,6966140.95,6863697.57,6636934.13,6502058.72,6434434.26,6832957.61,8040334.93,8150697.97,7900413.38,7376972.06,6617789.3,5887781.44,2012-11-12,151594424.62
Sistema,Sistema,5402533.67,5207572.35,5087116.9,5104023.34,5375716.56,6037204.71,6336273.94,6704745.58,7208172.61,7525461.92,7831970.5,8064631.24,7959861.21,8015534.79,8148856.1,8172810.06,8156128.57,8487431.4,9325273.86,9214268.77,8805047.5,8031326.44,7130871.98,6164752.3,2012-11-13,173497586.29999998
Sistema,Sistema,5704986.21,5502350.61,5366104.38,5358496.46,5627270.16,6380783.45,6614613.21,6951468.8,7435269.8,7667428.01,7991618.26,8251967.37,8026874.35,8042050.39,8155866.25,8190557.75,8159111.91,8468318.71,9380384.49,9313969.06,8939880.37,8134203.73,7247475.28,6217876.82,2012-11-14,177128925.82999998
Sistema,Sistema,5778329.88,5566700.76,5434346.5,5414261.96,5613670.75,6179548.11,6432370.79,6753156.11,7182692.99,7369483.05,7608147.07,8075181.86,7848407.99,7851468.88,8049835.77,8160045.53,8073523.56,8359872.9,9148152.81,9061059.94,8666133.95,8041007.53,7134682.4,6294378.14,2012-11-15,174096459.22999996
Sistema,Sistema,5806032.41,5547003.68,5445221.03,5422986.94,5677978.8,6294073.18,6571081.46,6970617.18,7450249.18,7664467.53,7886284.21,8192694.59,7980319.34,7819288.67,7959720.5,8057766.57,7974010.43,8271165.33,9075922.08,8902288.0,8455599.63,7885316.25,7097809.15,6321804.83,2012-11-16,174729700.97000003
Sistema,Sistema,5886507.07,5617450.84,5484440.02,5427981.1,5540319.31,5690542.43,5888017.32,6480835.52,7031319.57,7413637.04,7720599.69,7861843.86,7726572.36,7445020.03,7142750.3,6854108.38,6911720.37,7474320.69,8512581.63,8498509.05,8129151.88,7527520.07,6801693.18,6074816.53,2012-11-17,165142258.23999998
Sistema,Sistema,5658117.38,5392732.59,5218484.77,5133666.65,5128962.34,5150685.54,5040717.1,5340932.06,5739256.44,6014373.27,6230505.76,6370369.05,6379817.26,6288880.2,6167497.66,6045972.94,6001952.69,6578748.4,7709164.37,7814535.14,7630686.71,7170372.28,6528439.35,5794186.03,2012-11-18,146529055.98
Sistema,Sistema,5439955.62,5243297.55,5129001.58,5145831.33,5377311.77,5954315.66,6297684.59,6793729.78,7336336.63,7645945.1,7986749.28,8271421.03,8081336.48,8008056.84,8121447.17,8167816.28,8157179.85,8296289.99,9246452.78,9193187.88,8807022.83,8194497.95,7198652.33,6275316.9,2012-11-19,174368837.20000002
Sistema,Sistema,5772557.32,5460193.86,5452438.72,5450209.96,5660649.91,6108942.81,6414285.49,6828823.94,7323161.6,7652612.29,8100230.99,8367538.92,8177474.18,8143744.12,8299227.06,8338689.82,8271836.36,8451514.13,9321243.98,9222598.96,8886991.68,8270370.34,7289079.2,6277542.89,2012-11-20,177541958.53
Sistema,Sistema,5765429.45,5548020.84,5413646.5,5385562.34,5611305.97,6100553.41,6391545.51,6867469.75,7350491.84,7558363.53,7936044.17,8286137.29,8152497.8,8070660.69,8196605.3,8201718.53,8177568.28,8464444.6,9118014.16,8921353.39,8481927.56,7769466.96,6973005.54,6177378.52,2012-11-21,174919211.93000004
Sistema,Sistema,5751432.49,5525968.58,5404608.57,5402504.97,5617663.67,6117327.67,6423208.5,6857006.38,7322618.13,7587614.59,7866795.03,8132546.28,7965016.88,7878849.24,8033478.44,8046371.22,8034191.48,8295346.92,9099219.54,9036025.83,8644152.52,7933364.85,7101300.04,6202560.26,2012-11-22,174279172.08
Sistema,Sistema,5706687.78,5456249.54,5328210.44,5316245.51,5541833.57,5995897.68,6349931.48,6828353.17,7318104.09,7577821.1,7894785.76,8218403.32,8002073.89,7917738.68,8030217.59,8016450.74,7914289.83,8106293.93,9156006.8,8956513.96,8588384.68,7887981.03,7179407.02,6299753.99,2012-11-23,173587635.58000004
