Id,Value,Date
Sistema,0.66293,2008-06-15
Sistema,0.66579,2008-06-16
Sistema,0.67067,2008-06-17
Sistema,0.67521,2008-06-18
Sistema,0.67666,2008-06-19
Sistema,0.67645,2008-06-20
Sistema,0.67811,2008-06-21
Sistema,0.68169,2008-06-22
Sistema,0.68508,2008-06-23
Sistema,0.69238,2008-06-24
Sistema,0.70457,2008-06-25
Sistema,0.70802,2008-06-26
Sistema,0.71139,2008-06-27
Sistema,0.71893,2008-06-28
Sistema,0.72742,2008-06-29
Sistema,0.73186,2008-06-30
Sistema,0.73499,2008-07-01
Sistema,0.73891,2008-07-02
Sistema,0.74714,2008-07-03
Sistema,0.75639,2008-07-04
Sistema,0.76023,2008-07-05
Sistema,0.76179,2008-07-06
Sistema,0.76275,2008-07-07
Sistema,0.76776,2008-07-08
Sistema,0.7762,2008-07-09
Sistema,0.78459,2008-07-10
Sistema,0.78766,2008-07-11
Sistema,0.79172,2008-07-12
Sistema,0.79415,2008-07-13
Sistema,0.79933,2008-07-14
Sistema,0.80374,2008-07-15
Sistema,0.80892,2008-07-16
Sistema,0.81133,2008-07-17
Sistema,0.81363,2008-07-18
Sistema,0.81959,2008-07-19
Sistema,0.82122,2008-07-20
Sistema,0.82144,2008-07-21
Sistema,0.82165,2008-07-22
Sistema,0.82023,2008-07-23
Sistema,0.81905,2008-07-24
Sistema,0.82091,2008-07-25
Sistema,0.8258,2008-07-26
Sistema,0.82737,2008-07-27
Sistema,0.83111,2008-07-28
Sistema,0.83503,2008-07-29
Sistema,0.83595,2008-07-30
Sistema,0.83778,2008-07-31
Sistema,0.83646,2008-08-01
Sistema,0.83572,2008-08-02
Sistema,0.83474,2008-08-03
Sistema,0.83193,2008-08-04
Sistema,0.83073,2008-08-05
Sistema,0.83096,2008-08-06
Sistema,0.82996,2008-08-07
Sistema,0.82679,2008-08-08
Sistema,0.82437,2008-08-09
Sistema,0.82327,2008-08-10
Sistema,0.82979,2008-08-11
Sistema,0.82881,2008-08-12
Sistema,0.82682,2008-08-13
Sistema,0.82679,2008-08-14
Sistema,0.82806,2008-08-15
Sistema,0.82842,2008-08-16
Sistema,0.82859,2008-08-17
Sistema,0.83091,2008-08-18
Sistema,0.83223,2008-08-19
Sistema,0.8313,2008-08-20
Sistema,0.82976,2008-08-21
Sistema,0.83058,2008-08-22
Sistema,0.83186,2008-08-23
Sistema,0.83685,2008-08-24
Sistema,0.83961,2008-08-25
Sistema,0.84123,2008-08-26
Sistema,0.84119,2008-08-27
Sistema,0.84099,2008-08-28
Sistema,0.83989,2008-08-29
Sistema,0.84408,2008-08-30
Sistema,0.84607,2008-08-31
Sistema,0.84672,2008-09-01
Sistema,0.84621,2008-09-02
Sistema,0.84672,2008-09-03
Sistema,0.84554,2008-09-04
Sistema,0.84505,2008-09-05
Sistema,0.84345,2008-09-06
Sistema,0.84392,2008-09-07
Sistema,0.84159,2008-09-08
Sistema,0.84068,2008-09-09
Sistema,0.83849,2008-09-10
Sistema,0.8357,2008-09-11
Sistema,0.83155,2008-09-12
Sistema,0.82807,2008-09-13
Sistema,0.82778,2008-09-14
Sistema,0.8316,2008-09-15
Sistema,0.83057,2008-09-16
Sistema,0.82905,2008-09-17
Sistema,0.82635,2008-09-18
Sistema,0.82417,2008-09-19
Sistema,0.82255,2008-09-20
Sistema,0.82287,2008-09-21
Sistema,0.82346,2008-09-22
Sistema,0.82591,2008-09-23
Sistema,0.82495,2008-09-24
Sistema,0.82319,2008-09-25
Sistema,0.82122,2008-09-26
Sistema,0.82199,2008-09-27
Sistema,0.82357,2008-09-28
Sistema,0.82435,2008-09-29
Sistema,0.82323,2008-09-30
Sistema,0.82571,2008-10-01
Sistema,0.82341,2008-10-02
Sistema,0.822,2008-10-03
Sistema,0.82026,2008-10-04
Sistema,0.82028,2008-10-05
Sistema,0.81942,2008-10-06
Sistema,0.81899,2008-10-07
Sistema,0.81693,2008-10-08
Sistema,0.81621,2008-10-09
Sistema,0.81841,2008-10-10
Sistema,0.81883,2008-10-11
Sistema,0.82334,2008-10-12
Sistema,0.82525,2008-10-13
Sistema,0.82571,2008-10-14
Sistema,0.82402,2008-10-15
Sistema,0.82363,2008-10-16
Sistema,0.82374,2008-10-17
Sistema,0.82347,2008-10-18
Sistema,0.82557,2008-10-19
Sistema,0.8233,2008-10-20
Sistema,0.82285,2008-10-21
Sistema,0.82209,2008-10-22
Sistema,0.81888,2008-10-23
Sistema,0.81694,2008-10-24
Sistema,0.81409,2008-10-25
Sistema,0.812,2008-10-26
Sistema,0.80993,2008-10-27
Sistema,0.8101,2008-10-28
Sistema,0.81,2008-10-29
Sistema,0.80772,2008-10-30
Sistema,0.80457,2008-10-31
Sistema,0.80598,2008-11-01
Sistema,0.81253,2008-11-02
Sistema,0.81903,2008-11-03
Sistema,0.82941,2008-11-04
Sistema,0.8325,2008-11-05
Sistema,0.83474,2008-11-06
Sistema,0.83288,2008-11-07
Sistema,0.8312,2008-11-08
Sistema,0.82986,2008-11-09
Sistema,0.82624,2008-11-10
Sistema,0.82293,2008-11-11
Sistema,0.81999,2008-11-12
Sistema,0.81874,2008-11-13
Sistema,0.81899,2008-11-14
Sistema,0.82173,2008-11-15
Sistema,0.82534,2008-11-16
Sistema,0.82753,2008-11-17
Sistema,0.82895,2008-11-18
Sistema,0.83239,2008-11-19
Sistema,0.83872,2008-11-20
Sistema,0.84474,2008-11-21
Sistema,0.84716,2008-11-22
Sistema,0.85012,2008-11-23
Sistema,0.85371,2008-11-24
Sistema,0.85566,2008-11-25
Sistema,0.86237,2008-11-26
Sistema,0.86337,2008-11-27
Sistema,0.8668,2008-11-28
Sistema,0.871,2008-11-29
Sistema,0.87185,2008-11-30
Sistema,0.87323,2008-12-01
Sistema,0.87387,2008-12-02
Sistema,0.87165,2008-12-03
Sistema,0.86937,2008-12-04
Sistema,0.86601,2008-12-05
Sistema,0.86385,2008-12-06
Sistema,0.86374,2008-12-07
Sistema,0.86345,2008-12-08
Sistema,0.86098,2008-12-09
Sistema,0.85789,2008-12-10
Sistema,0.85454,2008-12-11
Sistema,0.85206,2008-12-12
Sistema,0.85038,2008-12-13
Sistema,0.84997,2008-12-14
Sistema,0.84805,2008-12-15
Sistema,0.84531,2008-12-16
Sistema,0.84185,2008-12-17
Sistema,0.83895,2008-12-18
Sistema,0.83645,2008-12-19
Sistema,0.8345,2008-12-20
Sistema,0.83345,2008-12-21
Sistema,0.83149,2008-12-22
Sistema,0.82971,2008-12-23
Sistema,0.82779,2008-12-24
Sistema,0.82732,2008-12-25
Sistema,0.82472,2008-12-26
Sistema,0.82237,2008-12-27
Sistema,0.82058,2008-12-28
Sistema,0.81838,2008-12-29
Sistema,0.81613,2008-12-30
Sistema,0.81514,2008-12-31
Sistema,0.81527,2009-01-01
Sistema,0.8128,2009-01-02
Sistema,0.81469,2009-01-03
Sistema,0.81806,2009-01-04
Sistema,0.81584,2009-01-05
Sistema,0.81363,2009-01-06
Sistema,0.81041,2009-01-07
Sistema,0.80675,2009-01-08
Sistema,0.80373,2009-01-09
Sistema,0.80068,2009-01-10
Sistema,0.79895,2009-01-11
Sistema,0.79726,2009-01-12
Sistema,0.79488,2009-01-13
Sistema,0.79323,2009-01-14
Sistema,0.79004,2009-01-15
Sistema,0.78774,2009-01-16
Sistema,0.78871,2009-01-17
Sistema,0.78754,2009-01-18
Sistema,0.78691,2009-01-19
Sistema,0.78832,2009-01-20
Sistema,0.78672,2009-01-21
Sistema,0.78451,2009-01-22
Sistema,0.78221,2009-01-23
Sistema,0.77992,2009-01-24
Sistema,0.77909,2009-01-25
Sistema,0.77573,2009-01-26
Sistema,0.77153,2009-01-27
Sistema,0.7666,2009-01-28
Sistema,0.76258,2009-01-29
Sistema,0.7597,2009-01-30
Sistema,0.75597,2009-01-31
Sistema,0.75377,2009-02-01
Sistema,0.7502,2009-02-02
Sistema,0.74606,2009-02-03
Sistema,0.74268,2009-02-04
Sistema,0.73885,2009-02-05
Sistema,0.73479,2009-02-06
Sistema,0.73087,2009-02-07
Sistema,0.72799,2009-02-08
Sistema,0.72448,2009-02-09
Sistema,0.72047,2009-02-10
Sistema,0.71792,2009-02-11
Sistema,0.72016,2009-02-12
Sistema,0.71786,2009-02-13
Sistema,0.71577,2009-02-14
Sistema,0.71515,2009-02-15
Sistema,0.71295,2009-02-16
Sistema,0.7095,2009-02-17
Sistema,0.7066,2009-02-18
Sistema,0.70526,2009-02-19
Sistema,0.70294,2009-02-20
Sistema,0.70014,2009-02-21
Sistema,0.69821,2009-02-22
Sistema,0.69463,2009-02-23
Sistema,0.69075,2009-02-24
Sistema,0.68612,2009-02-25
Sistema,0.68136,2009-02-26
Sistema,0.67608,2009-02-27
Sistema,0.67134,2009-02-28
Sistema,0.66722,2009-03-01
Sistema,0.66349,2009-03-02
Sistema,0.66336,2009-03-03
Sistema,0.6609,2009-03-04
Sistema,0.65743,2009-03-05
Sistema,0.65417,2009-03-06
Sistema,0.65104,2009-03-07
Sistema,0.64754,2009-03-08
Sistema,0.64406,2009-03-09
Sistema,0.63958,2009-03-10
Sistema,0.63453,2009-03-11
Sistema,0.62967,2009-03-12
Sistema,0.62564,2009-03-13
Sistema,0.62153,2009-03-14
Sistema,0.61942,2009-03-15
Sistema,0.6161,2009-03-16
Sistema,0.61297,2009-03-17
Sistema,0.61089,2009-03-18
Sistema,0.61088,2009-03-19
Sistema,0.61198,2009-03-20
Sistema,0.61099,2009-03-21
Sistema,0.61275,2009-03-22
Sistema,0.6136,2009-03-23
Sistema,0.61393,2009-03-24
Sistema,0.61371,2009-03-25
Sistema,0.61276,2009-03-26
Sistema,0.61213,2009-03-27
Sistema,0.61163,2009-03-28
Sistema,0.61195,2009-03-29
Sistema,0.60889,2009-03-30
Sistema,0.60847,2009-03-31
Sistema,0.61053,2009-04-01
Sistema,0.6143,2009-04-02
Sistema,0.61489,2009-04-03
Sistema,0.61469,2009-04-04
Sistema,0.61278,2009-04-05
Sistema,0.60973,2009-04-06
Sistema,0.60601,2009-04-07
Sistema,0.60775,2009-04-08
Sistema,0.60703,2009-04-09
Sistema,0.60918,2009-04-10
Sistema,0.60939,2009-04-11
Sistema,0.61025,2009-04-12
Sistema,0.60865,2009-04-13
Sistema,0.60627,2009-04-14
Sistema,0.60318,2009-04-15
Sistema,0.59985,2009-04-16
Sistema,0.59658,2009-04-17
Sistema,0.59353,2009-04-18
Sistema,0.59197,2009-04-19
Sistema,0.59298,2009-04-20
Sistema,0.59654,2009-04-21
Sistema,0.59414,2009-04-22
Sistema,0.59368,2009-04-23
Sistema,0.59182,2009-04-24
Sistema,0.58831,2009-04-25
Sistema,0.58854,2009-04-26
Sistema,0.5848,2009-04-27
Sistema,0.58319,2009-04-28
Sistema,0.58585,2009-04-29
Sistema,0.5886,2009-04-30
Sistema,0.58821,2009-05-01
Sistema,0.58792,2009-05-02
Sistema,0.59072,2009-05-03
Sistema,0.59451,2009-05-04
Sistema,0.59717,2009-05-05
Sistema,0.59928,2009-05-06
Sistema,0.59953,2009-05-07
Sistema,0.60158,2009-05-08
Sistema,0.60191,2009-05-09
Sistema,0.60151,2009-05-10
Sistema,0.601,2009-05-11
Sistema,0.59854,2009-05-12
Sistema,0.6003,2009-05-13
Sistema,0.59716,2009-05-14
Sistema,0.59552,2009-05-15
Sistema,0.59332,2009-05-16
Sistema,0.5937,2009-05-17
Sistema,0.59068,2009-05-18
Sistema,0.58785,2009-05-19
Sistema,0.58447,2009-05-20
Sistema,0.58503,2009-05-21
Sistema,0.58272,2009-05-22
Sistema,0.58139,2009-05-23
Sistema,0.58181,2009-05-24
Sistema,0.58274,2009-05-25
Sistema,0.57916,2009-05-26
Sistema,0.5758,2009-05-27
Sistema,0.57399,2009-05-28
Sistema,0.57459,2009-05-29
Sistema,0.57411,2009-05-30
Sistema,0.57423,2009-05-31
Sistema,0.57104,2009-06-01
Sistema,0.56669,2009-06-02
Sistema,0.56491,2009-06-03
Sistema,0.56433,2009-06-04
Sistema,0.57062,2009-06-05
Sistema,0.5756,2009-06-06
Sistema,0.58388,2009-06-07
Sistema,0.58577,2009-06-08
Sistema,0.58694,2009-06-09
Sistema,0.59198,2009-06-10
Sistema,0.59174,2009-06-11
Sistema,0.59592,2009-06-12
Sistema,0.60521,2009-06-13
Sistema,0.60984,2009-06-14
Sistema,0.61059,2009-06-15
Sistema,0.61016,2009-06-16
Sistema,0.61033,2009-06-17
Sistema,0.60757,2009-06-18
Sistema,0.60494,2009-06-19
Sistema,0.60335,2009-06-20
Sistema,0.60495,2009-06-21
Sistema,0.61167,2009-06-22
Sistema,0.61203,2009-06-23
Sistema,0.61166,2009-06-24
Sistema,0.61278,2009-06-25
Sistema,0.61009,2009-06-26
Sistema,0.60972,2009-06-27
Sistema,0.61056,2009-06-28
Sistema,0.61342,2009-06-29
Sistema,0.61715,2009-06-30
Sistema,0.6231,2009-07-01
Sistema,0.62943,2009-07-02
Sistema,0.63444,2009-07-03
Sistema,0.63956,2009-07-04
Sistema,0.64198,2009-07-05
Sistema,0.64274,2009-07-06
Sistema,0.64235,2009-07-07
Sistema,0.6502,2009-07-08
Sistema,0.65675,2009-07-09
Sistema,0.66609,2009-07-10
Sistema,0.67507,2009-07-11
Sistema,0.67846,2009-07-12
Sistema,0.67828,2009-07-13
Sistema,0.68103,2009-07-14
Sistema,0.6828,2009-07-15
Sistema,0.6825,2009-07-16
Sistema,0.68248,2009-07-17
Sistema,0.68291,2009-07-18
Sistema,0.68438,2009-07-19
Sistema,0.68673,2009-07-20
Sistema,0.68755,2009-07-21
Sistema,0.68814,2009-07-22
Sistema,0.6886,2009-07-23
Sistema,0.69016,2009-07-24
Sistema,0.68905,2009-07-25
Sistema,0.6896,2009-07-26
Sistema,0.68876,2009-07-27
Sistema,0.68794,2009-07-28
Sistema,0.68876,2009-07-29
Sistema,0.68899,2009-07-30
Sistema,0.69026,2009-07-31
Sistema,0.69109,2009-08-01
Sistema,0.6914,2009-08-02
Sistema,0.68938,2009-08-03
Sistema,0.68918,2009-08-04
Sistema,0.69055,2009-08-05
Sistema,0.69582,2009-08-06
Sistema,0.70131,2009-08-07
Sistema,0.70664,2009-08-08
Sistema,0.71142,2009-08-09
Sistema,0.71166,2009-08-10
Sistema,0.71296,2009-08-11
Sistema,0.71271,2009-08-12
Sistema,0.71527,2009-08-13
Sistema,0.7231,2009-08-14
Sistema,0.72452,2009-08-15
Sistema,0.72594,2009-08-16
Sistema,0.72858,2009-08-17
Sistema,0.72782,2009-08-18
Sistema,0.72575,2009-08-19
Sistema,0.72472,2009-08-20
Sistema,0.72725,2009-08-21
Sistema,0.72707,2009-08-22
Sistema,0.72751,2009-08-23
Sistema,0.72514,2009-08-24
Sistema,0.72419,2009-08-25
Sistema,0.72267,2009-08-26
Sistema,0.71989,2009-08-27
Sistema,0.71788,2009-08-28
Sistema,0.71759,2009-08-29
Sistema,0.72393,2009-08-30
Sistema,0.72578,2009-08-31
Sistema,0.72398,2009-09-01
Sistema,0.72105,2009-09-02
Sistema,0.71813,2009-09-03
Sistema,0.71839,2009-09-04
Sistema,0.71793,2009-09-05
Sistema,0.7162,2009-09-06
Sistema,0.71264,2009-09-07
Sistema,0.70973,2009-09-08
Sistema,0.70881,2009-09-09
Sistema,0.71056,2009-09-10
Sistema,0.70863,2009-09-11
Sistema,0.70673,2009-09-12
Sistema,0.7065,2009-09-13
Sistema,0.70356,2009-09-14
Sistema,0.70377,2009-09-15
Sistema,0.70525,2009-09-16
Sistema,0.70646,2009-09-17
Sistema,0.70555,2009-09-18
Sistema,0.70551,2009-09-19
Sistema,0.70548,2009-09-20
Sistema,0.70243,2009-09-21
Sistema,0.70114,2009-09-22
Sistema,0.6975,2009-09-23
Sistema,0.69267,2009-09-24
Sistema,0.68801,2009-09-25
Sistema,0.68454,2009-09-26
Sistema,0.68209,2009-09-27
Sistema,0.67881,2009-09-28
Sistema,0.67439,2009-09-29
Sistema,0.67007,2009-09-30
Sistema,0.66526,2009-10-01
Sistema,0.66099,2009-10-02
Sistema,0.66025,2009-10-03
Sistema,0.66211,2009-10-04
Sistema,0.65911,2009-10-05
Sistema,0.65552,2009-10-06
Sistema,0.65328,2009-10-07
Sistema,0.65205,2009-10-08
Sistema,0.64866,2009-10-09
Sistema,0.64642,2009-10-10
Sistema,0.64769,2009-10-11
Sistema,0.65025,2009-10-12
Sistema,0.6495,2009-10-13
Sistema,0.65154,2009-10-14
Sistema,0.6542,2009-10-15
Sistema,0.65621,2009-10-16
Sistema,0.65566,2009-10-17
Sistema,0.66094,2009-10-18
Sistema,0.66385,2009-10-19
Sistema,0.66722,2009-10-20
Sistema,0.66791,2009-10-21
Sistema,0.6682,2009-10-22
Sistema,0.66844,2009-10-23
Sistema,0.67148,2009-10-24
Sistema,0.67804,2009-10-25
Sistema,0.67773,2009-10-26
Sistema,0.67653,2009-10-27
Sistema,0.67588,2009-10-28
Sistema,0.67598,2009-10-29
Sistema,0.67759,2009-10-30
Sistema,0.67867,2009-10-31
Sistema,0.68159,2009-11-01
Sistema,0.68435,2009-11-02
Sistema,0.68517,2009-11-03
Sistema,0.68692,2009-11-04
Sistema,0.68916,2009-11-05
Sistema,0.69251,2009-11-06
Sistema,0.69579,2009-11-07
Sistema,0.70088,2009-11-08
Sistema,0.7041,2009-11-09
Sistema,0.70476,2009-11-10
Sistema,0.69996,2009-11-11
Sistema,0.70043,2009-11-12
Sistema,0.70033,2009-11-13
Sistema,0.70109,2009-11-14
Sistema,0.70212,2009-11-15
Sistema,0.70393,2009-11-16
Sistema,0.70432,2009-11-17
Sistema,0.70479,2009-11-18
Sistema,0.70378,2009-11-19
Sistema,0.70088,2009-11-20
Sistema,0.69862,2009-11-21
Sistema,0.69854,2009-11-22
Sistema,0.69735,2009-11-23
Sistema,0.69592,2009-11-24
Sistema,0.69383,2009-11-25
Sistema,0.69112,2009-11-26
Sistema,0.68932,2009-11-27
Sistema,0.68857,2009-11-28
Sistema,0.68936,2009-11-29
Sistema,0.68835,2009-11-30
Sistema,0.68582,2009-12-01
Sistema,0.68363,2009-12-02
Sistema,0.68144,2009-12-03
Sistema,0.67854,2009-12-04
Sistema,0.67579,2009-12-05
Sistema,0.67405,2009-12-06
Sistema,0.67075,2009-12-07
Sistema,0.66941,2009-12-08
Sistema,0.66753,2009-12-09
Sistema,0.66553,2009-12-10
Sistema,0.66368,2009-12-11
Sistema,0.66325,2009-12-12
Sistema,0.66259,2009-12-13
Sistema,0.65983,2009-12-14
Sistema,0.65722,2009-12-15
Sistema,0.65407,2009-12-16
Sistema,0.65145,2009-12-17
Sistema,0.6508,2009-12-18
Sistema,0.65059,2009-12-19
Sistema,0.65067,2009-12-20
Sistema,0.64901,2009-12-21
Sistema,0.64787,2009-12-22
Sistema,0.64793,2009-12-23
Sistema,0.64788,2009-12-24
Sistema,0.64898,2009-12-25
Sistema,0.65101,2009-12-26
Sistema,0.65229,2009-12-27
Sistema,0.65188,2009-12-28
Sistema,0.65033,2009-12-29
Sistema,0.64907,2009-12-30
Sistema,0.64816,2009-12-31
Sistema,0.64858,2010-01-01
Sistema,0.64784,2010-01-02
Sistema,0.64768,2010-01-03
Sistema,0.64591,2010-01-04
Sistema,0.64341,2010-01-05
Sistema,0.64082,2010-01-06
Sistema,0.63812,2010-01-07
Sistema,0.63553,2010-01-08
Sistema,0.6337,2010-01-09
Sistema,0.63271,2010-01-10
Sistema,0.63179,2010-01-11
Sistema,0.62928,2010-01-12
Sistema,0.62646,2010-01-13
Sistema,0.62336,2010-01-14
Sistema,0.62036,2010-01-15
Sistema,0.6177,2010-01-16
Sistema,0.61671,2010-01-17
Sistema,0.6137,2010-01-18
Sistema,0.61046,2010-01-19
Sistema,0.60755,2010-01-20
Sistema,0.6046,2010-01-21
Sistema,0.60113,2010-01-22
Sistema,0.59856,2010-01-23
Sistema,0.59714,2010-01-24
Sistema,0.59434,2010-01-25
Sistema,0.5918,2010-01-26
Sistema,0.58859,2010-01-27
Sistema,0.58576,2010-01-28
Sistema,0.58269,2010-01-29
Sistema,0.58044,2010-01-30
Sistema,0.5784,2010-01-31
Sistema,0.57477,2010-02-01
Sistema,0.57099,2010-02-02
Sistema,0.56666,2010-02-03
Sistema,0.56198,2010-02-04
Sistema,0.55701,2010-02-05
Sistema,0.55433,2010-02-06
Sistema,0.55208,2010-02-07
Sistema,0.54865,2010-02-08
Sistema,0.54675,2010-02-09
Sistema,0.54356,2010-02-10
Sistema,0.54009,2010-02-11
Sistema,0.53657,2010-02-12
Sistema,0.53267,2010-02-13
Sistema,0.53011,2010-02-14
Sistema,0.52635,2010-02-15
Sistema,0.52264,2010-02-16
Sistema,0.51843,2010-02-17
Sistema,0.51433,2010-02-18
Sistema,0.51007,2010-02-19
Sistema,0.50723,2010-02-20
Sistema,0.50501,2010-02-21
Sistema,0.50169,2010-02-22
Sistema,0.49845,2010-02-23
Sistema,0.4953,2010-02-24
Sistema,0.49216,2010-02-25
Sistema,0.48989,2010-02-26
Sistema,0.48772,2010-02-27
Sistema,0.48653,2010-02-28
Sistema,0.48301,2010-03-01
Sistema,0.47966,2010-03-02
Sistema,0.47719,2010-03-03
Sistema,0.47436,2010-03-04
Sistema,0.47096,2010-03-05
Sistema,0.46797,2010-03-06
Sistema,0.46753,2010-03-07
Sistema,0.4659,2010-03-08
Sistema,0.46468,2010-03-09
Sistema,0.46166,2010-03-10
Sistema,0.46111,2010-03-11
Sistema,0.45812,2010-03-12
Sistema,0.45529,2010-03-13
Sistema,0.45384,2010-03-14
Sistema,0.44998,2010-03-15
Sistema,0.44535,2010-03-16
Sistema,0.44241,2010-03-17
Sistema,0.44002,2010-03-18
Sistema,0.43849,2010-03-19
Sistema,0.43576,2010-03-20
Sistema,0.43427,2010-03-21
Sistema,0.432,2010-03-22
Sistema,0.42812,2010-03-23
Sistema,0.42349,2010-03-24
Sistema,0.41911,2010-03-25
Sistema,0.41541,2010-03-26
Sistema,0.4119,2010-03-27
Sistema,0.40875,2010-03-28
Sistema,0.40368,2010-03-29
Sistema,0.4041,2010-03-30
Sistema,0.4033,2010-03-31
Sistema,0.40358,2010-04-01
Sistema,0.404,2010-04-02
Sistema,0.40464,2010-04-03
Sistema,0.40629,2010-04-04
Sistema,0.40502,2010-04-05
Sistema,0.4056,2010-04-06
Sistema,0.40731,2010-04-07
Sistema,0.40753,2010-04-08
Sistema,0.40827,2010-04-09
Sistema,0.40995,2010-04-10
Sistema,0.41482,2010-04-11
Sistema,0.41727,2010-04-12
Sistema,0.41877,2010-04-13
Sistema,0.4236,2010-04-14
Sistema,0.42508,2010-04-15
Sistema,0.426,2010-04-16
Sistema,0.42728,2010-04-17
Sistema,0.42918,2010-04-18
Sistema,0.43107,2010-04-19
Sistema,0.42983,2010-04-20
Sistema,0.42848,2010-04-21
Sistema,0.42561,2010-04-22
Sistema,0.42526,2010-04-23
Sistema,0.42071,2010-04-24
Sistema,0.42026,2010-04-25
Sistema,0.4218,2010-04-26
Sistema,0.42294,2010-04-27
Sistema,0.42441,2010-04-28
Sistema,0.4258,2010-04-29
Sistema,0.42633,2010-04-30
Sistema,0.42751,2010-05-01
Sistema,0.42932,2010-05-02
Sistema,0.43136,2010-05-03
Sistema,0.43247,2010-05-04
Sistema,0.43401,2010-05-05
Sistema,0.43639,2010-05-06
Sistema,0.43648,2010-05-07
Sistema,0.43863,2010-05-08
Sistema,0.44065,2010-05-09
Sistema,0.44059,2010-05-10
Sistema,0.44315,2010-05-11
Sistema,0.4438,2010-05-12
Sistema,0.44293,2010-05-13
Sistema,0.44343,2010-05-14
Sistema,0.44345,2010-05-15
Sistema,0.44621,2010-05-16
Sistema,0.44678,2010-05-17
Sistema,0.44517,2010-05-18
Sistema,0.44506,2010-05-19
Sistema,0.44808,2010-05-20
Sistema,0.44975,2010-05-21
Sistema,0.45066,2010-05-22
Sistema,0.454,2010-05-23
Sistema,0.45459,2010-05-24
Sistema,0.45647,2010-05-25
Sistema,0.45818,2010-05-26
Sistema,0.46502,2010-05-27
Sistema,0.46832,2010-05-28
Sistema,0.47213,2010-05-29
Sistema,0.47601,2010-05-30
Sistema,0.48462,2010-05-31
Sistema,0.48851,2010-06-01
Sistema,0.49237,2010-06-02
Sistema,0.50104,2010-06-03
Sistema,0.50341,2010-06-04
Sistema,0.50364,2010-06-05
Sistema,0.50499,2010-06-06
Sistema,0.5043,2010-06-07
Sistema,0.50323,2010-06-08
Sistema,0.50483,2010-06-09
Sistema,0.50499,2010-06-10
Sistema,0.50598,2010-06-11
Sistema,0.50533,2010-06-12
Sistema,0.50791,2010-06-13
Sistema,0.51226,2010-06-14
Sistema,0.5122,2010-06-15
Sistema,0.5142,2010-06-16
Sistema,0.51504,2010-06-17
Sistema,0.51403,2010-06-18
Sistema,0.5172,2010-06-19
Sistema,0.52514,2010-06-20
Sistema,0.52821,2010-06-21
Sistema,0.52861,2010-06-22
Sistema,0.5279,2010-06-23
Sistema,0.53009,2010-06-24
Sistema,0.53118,2010-06-25
Sistema,0.53204,2010-06-26
Sistema,0.53393,2010-06-27
Sistema,0.53718,2010-06-28
Sistema,0.54296,2010-06-29
Sistema,0.54351,2010-06-30
Sistema,0.54397,2010-07-01
Sistema,0.54558,2010-07-02
Sistema,0.54717,2010-07-03
Sistema,0.55145,2010-07-04
Sistema,0.55469,2010-07-05
Sistema,0.55707,2010-07-06
Sistema,0.56158,2010-07-07
Sistema,0.56329,2010-07-08
Sistema,0.56484,2010-07-09
Sistema,0.56775,2010-07-10
Sistema,0.57572,2010-07-11
Sistema,0.57649,2010-07-12
Sistema,0.57669,2010-07-13
Sistema,0.57876,2010-07-14
Sistema,0.58239,2010-07-15
Sistema,0.58837,2010-07-16
Sistema,0.59622,2010-07-17
Sistema,0.60159,2010-07-18
Sistema,0.60371,2010-07-19
Sistema,0.60933,2010-07-20
Sistema,0.61146,2010-07-21
Sistema,0.60994,2010-07-22
Sistema,0.60989,2010-07-23
Sistema,0.61001,2010-07-24
Sistema,0.61001,2010-07-25
Sistema,0.61487,2010-07-26
Sistema,0.62074,2010-07-27
Sistema,0.62401,2010-07-28
Sistema,0.62575,2010-07-29
Sistema,0.62666,2010-07-30
Sistema,0.63024,2010-07-31
Sistema,0.63719,2010-08-01
Sistema,0.63906,2010-08-02
Sistema,0.64105,2010-08-03
Sistema,0.64314,2010-08-04
Sistema,0.64283,2010-08-05
Sistema,0.64201,2010-08-06
Sistema,0.64182,2010-08-07
Sistema,0.64182,2010-08-08
Sistema,0.64307,2010-08-09
Sistema,0.64084,2010-08-10
Sistema,0.63807,2010-08-11
Sistema,0.63556,2010-08-12
Sistema,0.63523,2010-08-13
Sistema,0.63768,2010-08-14
Sistema,0.63966,2010-08-15
Sistema,0.64081,2010-08-16
Sistema,0.63994,2010-08-17
Sistema,0.64026,2010-08-18
Sistema,0.63849,2010-08-19
Sistema,0.63781,2010-08-20
Sistema,0.63515,2010-08-21
Sistema,0.63337,2010-08-22
Sistema,0.62993,2010-08-23
Sistema,0.62859,2010-08-24
Sistema,0.62943,2010-08-25
Sistema,0.62946,2010-08-26
Sistema,0.63046,2010-08-27
Sistema,0.63721,2010-08-28
Sistema,0.64168,2010-08-29
Sistema,0.64109,2010-08-30
Sistema,0.63965,2010-08-31
Sistema,0.63858,2010-09-01
Sistema,0.64158,2010-09-02
Sistema,0.64657,2010-09-03
Sistema,0.64904,2010-09-04
Sistema,0.65223,2010-09-05
Sistema,0.65342,2010-09-06
Sistema,0.65983,2010-09-07
Sistema,0.66176,2010-09-08
Sistema,0.66052,2010-09-09
Sistema,0.66129,2010-09-10
Sistema,0.66141,2010-09-11
Sistema,0.66335,2010-09-12
Sistema,0.66262,2010-09-13
Sistema,0.66155,2010-09-14
Sistema,0.65993,2010-09-15
